##Iter	TotalE	TotalM
102050 -72 36 1296
102051 -72 36 1296
102052 -72 36 1296
102053 -72 36 1296
102054 -72 38 1444
102055 -72 38 1444
102056 -72 38 1444
102057 -72 40 1600
102058 -72 40 1600
102059 -72 40 1600
102060 -72 40 1600
102061 -72 38 1444
102062 -72 38 1444
102063 -72 38 1444
102064 -72 38 1444
102065 -72 36 1296
102066 -72 36 1296
102067 -72 36 1296
102068 -72 36 1296
102069 -72 34 1156
102070 -72 34 1156
102071 -72 34 1156
102072 -72 34 1156
102073 -72 34 1156
102074 -72 34 1156
102075 -72 32 1024
102076 -72 34 1156
102077 -72 34 1156
102078 -80 36 1296
102079 -80 36 1296
102080 -80 36 1296
102081 -80 36 1296
102082 -80 34 1156
102083 -80 34 1156
102084 -80 34 1156
102085 -80 34 1156
102086 -80 34 1156
102087 -80 36 1296
102088 -80 36 1296
102089 -80 36 1296
102090 -80 36 1296
102091 -80 36 1296
102092 -84 34 1156
102093 -84 34 1156
102094 -80 32 1024
102095 -80 32 1024
102096 -80 32 1024
102097 -80 32 1024
102098 -84 34 1156
102099 -84 34 1156
102100 -84 34 1156
102101 -84 36 1296
102102 -84 36 1296
102103 -84 36 1296
102104 -84 36 1296
102105 -92 38 1444
102106 -92 38 1444
102107 -92 38 1444
102108 -92 38 1444
102109 -92 38 1444
102110 -92 38 1444
102111 -92 38 1444
102112 -92 38 1444
102113 -92 38 1444
102114 -92 38 1444
102115 -92 38 1444
102116 -92 38 1444
102117 -92 38 1444
102118 -92 38 1444
102119 -92 38 1444
102120 -92 38 1444
102121 -92 38 1444
102122 -92 38 1444
102123 -96 40 1600
102124 -96 40 1600
102125 -96 42 1764
102126 -96 42 1764
102127 -96 42 1764
102128 -96 42 1764
102129 -96 42 1764
102130 -96 42 1764
102131 -96 42 1764
102132 -96 44 1936
102133 -92 42 1764
102134 -92 42 1764
102135 -92 42 1764
102136 -92 44 1936
102137 -92 46 2116
102138 -92 46 2116
102139 -92 48 2304
102140 -92 48 2304
102141 -92 50 2500
102142 -92 50 2500
102143 -92 50 2500
102144 -92 48 2304
102145 -92 48 2304
102146 -92 48 2304
102147 -92 50 2500
102148 -92 50 2500
102149 -92 50 2500
102150 -92 50 2500
102151 -92 50 2500
102152 -92 50 2500
102153 -92 50 2500
102154 -96 52 2704
102155 -88 50 2500
102156 -88 50 2500
102157 -88 50 2500
102158 -88 52 2704
102159 -88 52 2704
102160 -88 52 2704
102161 -88 50 2500
102162 -88 50 2500
102163 -88 50 2500
102164 -88 50 2500
102165 -88 52 2704
102166 -88 50 2500
102167 -88 50 2500
102168 -88 50 2500
102169 -88 50 2500
102170 -88 50 2500
102171 -88 50 2500
102172 -88 50 2500
102173 -88 50 2500
102174 -88 50 2500
102175 -88 50 2500
102176 -88 50 2500
102177 -88 50 2500
102178 -88 52 2704
102179 -88 52 2704
102180 -88 52 2704
102181 -92 54 2916
102182 -92 54 2916
102183 -96 56 3136
102184 -96 56 3136
102185 -96 56 3136
102186 -88 54 2916
102187 -88 54 2916
102188 -88 54 2916
102189 -88 54 2916
102190 -88 54 2916
102191 -88 54 2916
102192 -88 54 2916
102193 -88 52 2704
102194 -88 52 2704
102195 -88 52 2704
102196 -88 52 2704
102197 -88 52 2704
102198 -88 52 2704
102199 -88 52 2704
102200 -88 52 2704
102201 -88 52 2704
102202 -88 52 2704
102203 -88 50 2500
102204 -88 50 2500
102205 -88 50 2500
102206 -88 50 2500
102207 -88 50 2500
102208 -84 48 2304
102209 -84 48 2304
102210 -84 48 2304
102211 -84 48 2304
102212 -84 48 2304
102213 -80 46 2116
102214 -80 46 2116
102215 -80 46 2116
102216 -80 46 2116
102217 -80 46 2116
102218 -80 46 2116
102219 -88 48 2304
102220 -88 48 2304
102221 -88 48 2304
102222 -88 48 2304
102223 -88 48 2304
102224 -88 48 2304
102225 -88 48 2304
102226 -88 48 2304
102227 -88 48 2304
102228 -88 48 2304
102229 -88 48 2304
102230 -80 46 2116
102231 -80 46 2116
102232 -80 46 2116
102233 -80 46 2116
102234 -80 46 2116
102235 -80 46 2116
102236 -80 46 2116
102237 -80 48 2304
102238 -80 48 2304
102239 -80 48 2304
102240 -80 48 2304
102241 -80 48 2304
102242 -84 50 2500
102243 -84 48 2304
102244 -84 48 2304
102245 -84 50 2500
102246 -84 50 2500
102247 -84 50 2500
102248 -84 50 2500
102249 -84 50 2500
102250 -84 50 2500
102251 -84 50 2500
102252 -84 50 2500
102253 -84 50 2500
102254 -84 50 2500
102255 -84 50 2500
102256 -84 50 2500
102257 -88 52 2704
102258 -88 52 2704
102259 -88 52 2704
102260 -88 52 2704
102261 -88 52 2704
102262 -96 54 2916
102263 -96 54 2916
102264 -96 54 2916
102265 -96 54 2916
102266 -96 54 2916
102267 -96 54 2916
102268 -96 54 2916
102269 -96 54 2916
102270 -96 54 2916
102271 -96 54 2916
102272 -96 54 2916
102273 -96 54 2916
102274 -104 56 3136
102275 -108 58 3364
102276 -108 58 3364
102277 -108 58 3364
102278 -108 58 3364
102279 -108 58 3364
102280 -108 58 3364
102281 -108 58 3364
102282 -108 58 3364
102283 -108 58 3364
102284 -108 58 3364
102285 -104 56 3136
102286 -104 56 3136
102287 -104 56 3136
102288 -104 56 3136
102289 -100 54 2916
102290 -100 54 2916
102291 -100 54 2916
102292 -100 54 2916
102293 -100 54 2916
102294 -100 54 2916
102295 -100 54 2916
102296 -100 54 2916
102297 -100 54 2916
102298 -100 54 2916
102299 -100 54 2916
102300 -108 56 3136
102301 -108 56 3136
102302 -108 56 3136
102303 -108 56 3136
102304 -108 56 3136
102305 -108 56 3136
102306 -108 56 3136
102307 -108 56 3136
102308 -108 56 3136
102309 -108 56 3136
102310 -108 56 3136
102311 -108 56 3136
102312 -108 56 3136
102313 -108 56 3136
102314 -108 56 3136
102315 -108 56 3136
102316 -108 56 3136
102317 -108 56 3136
102318 -108 56 3136
102319 -108 56 3136
102320 -108 56 3136
102321 -100 54 2916
102322 -100 54 2916
102323 -100 54 2916
102324 -100 52 2704
102325 -100 52 2704
102326 -100 54 2916
102327 -100 54 2916
102328 -100 54 2916
102329 -100 54 2916
102330 -100 54 2916
102331 -100 54 2916
102332 -100 54 2916
102333 -100 54 2916
102334 -100 54 2916
102335 -100 54 2916
102336 -100 54 2916
102337 -100 54 2916
102338 -100 54 2916
102339 -100 54 2916
102340 -100 54 2916
102341 -100 54 2916
102342 -100 52 2704
102343 -100 52 2704
102344 -100 52 2704
102345 -100 52 2704
102346 -100 52 2704
102347 -100 52 2704
102348 -100 52 2704
102349 -100 52 2704
102350 -100 52 2704
102351 -100 52 2704
102352 -100 52 2704
102353 -100 52 2704
102354 -100 52 2704
102355 -100 52 2704
102356 -104 54 2916
102357 -96 52 2704
102358 -96 52 2704
102359 -96 52 2704
102360 -96 52 2704
102361 -96 54 2916
102362 -96 54 2916
102363 -96 54 2916
102364 -96 54 2916
102365 -96 54 2916
102366 -96 54 2916
102367 -96 54 2916
102368 -96 52 2704
102369 -96 52 2704
102370 -96 52 2704
102371 -96 52 2704
102372 -96 52 2704
102373 -96 52 2704
102374 -96 52 2704
102375 -96 52 2704
102376 -96 52 2704
102377 -96 52 2704
102378 -96 52 2704
102379 -96 52 2704
102380 -96 52 2704
102381 -100 54 2916
102382 -100 54 2916
102383 -100 54 2916
102384 -100 54 2916
102385 -100 54 2916
102386 -100 54 2916
102387 -100 54 2916
102388 -100 54 2916
102389 -100 54 2916
102390 -100 54 2916
102391 -100 54 2916
102392 -100 54 2916
102393 -100 54 2916
102394 -100 54 2916
102395 -100 54 2916
102396 -100 54 2916
102397 -100 54 2916
102398 -100 54 2916
102399 -100 54 2916
102400 -100 54 2916
102401 -100 54 2916
102402 -100 52 2704
102403 -100 52 2704
102404 -100 52 2704
102405 -92 50 2500
102406 -92 50 2500
102407 -92 50 2500
102408 -92 50 2500
102409 -92 50 2500
102410 -92 50 2500
102411 -92 50 2500
102412 -92 50 2500
102413 -92 50 2500
102414 -96 52 2704
102415 -104 54 2916
102416 -104 54 2916
102417 -104 54 2916
102418 -104 54 2916
102419 -96 52 2704
102420 -92 50 2500
102421 -92 50 2500
102422 -92 50 2500
102423 -92 50 2500
102424 -92 50 2500
102425 -92 50 2500
102426 -92 50 2500
102427 -92 52 2704
102428 -92 52 2704
102429 -92 52 2704
102430 -92 52 2704
102431 -100 54 2916
102432 -100 54 2916
102433 -100 54 2916
102434 -92 52 2704
102435 -92 52 2704
102436 -92 52 2704
102437 -92 52 2704
102438 -92 52 2704
102439 -92 52 2704
102440 -92 52 2704
102441 -92 52 2704
102442 -92 52 2704
102443 -92 52 2704
102444 -92 52 2704
102445 -92 52 2704
102446 -92 52 2704
102447 -92 52 2704
102448 -96 54 2916
102449 -96 54 2916
102450 -96 56 3136
102451 -96 56 3136
102452 -96 56 3136
102453 -96 56 3136
102454 -96 56 3136
102455 -96 56 3136
102456 -96 56 3136
102457 -88 54 2916
102458 -88 54 2916
102459 -88 54 2916
102460 -88 54 2916
102461 -88 54 2916
102462 -88 54 2916
102463 -88 54 2916
102464 -88 54 2916
102465 -88 54 2916
102466 -88 54 2916
102467 -88 54 2916
102468 -88 54 2916
102469 -88 54 2916
102470 -88 54 2916
102471 -88 54 2916
102472 -88 54 2916
102473 -88 54 2916
102474 -88 54 2916
102475 -96 56 3136
102476 -96 56 3136
102477 -92 54 2916
102478 -92 54 2916
102479 -92 54 2916
102480 -92 52 2704
102481 -100 54 2916
102482 -100 52 2704
102483 -100 52 2704
102484 -100 52 2704
102485 -100 52 2704
102486 -100 52 2704
102487 -100 52 2704
102488 -92 50 2500
102489 -92 52 2704
102490 -92 50 2500
102491 -92 50 2500
102492 -92 50 2500
102493 -92 50 2500
102494 -92 50 2500
102495 -92 50 2500
102496 -92 50 2500
102497 -92 50 2500
102498 -92 50 2500
102499 -92 50 2500
102500 -92 50 2500
102501 -92 50 2500
102502 -92 50 2500
102503 -92 50 2500
102504 -92 50 2500
102505 -92 50 2500
102506 -92 50 2500
102507 -92 50 2500
102508 -92 50 2500
102509 -92 50 2500
102510 -92 48 2304
102511 -92 48 2304
102512 -92 48 2304
102513 -92 48 2304
102514 -92 48 2304
102515 -92 48 2304
102516 -88 46 2116
102517 -88 46 2116
102518 -88 46 2116
102519 -88 46 2116
102520 -92 48 2304
102521 -92 48 2304
102522 -92 48 2304
102523 -92 48 2304
102524 -92 48 2304
102525 -92 48 2304
102526 -92 48 2304
102527 -92 48 2304
102528 -92 48 2304
102529 -92 48 2304
102530 -92 48 2304
102531 -92 48 2304
102532 -92 48 2304
102533 -92 48 2304
102534 -92 48 2304
102535 -92 48 2304
102536 -84 46 2116
102537 -84 46 2116
102538 -84 46 2116
102539 -84 46 2116
102540 -84 46 2116
102541 -84 46 2116
102542 -84 46 2116
102543 -84 46 2116
102544 -84 46 2116
102545 -92 48 2304
102546 -92 48 2304
102547 -92 48 2304
102548 -92 48 2304
102549 -88 46 2116
102550 -88 46 2116
102551 -88 46 2116
102552 -80 44 1936
102553 -80 44 1936
102554 -80 44 1936
102555 -80 44 1936
102556 -80 44 1936
102557 -80 44 1936
102558 -80 46 2116
102559 -80 46 2116
102560 -80 46 2116
102561 -80 46 2116
102562 -84 48 2304
102563 -84 48 2304
102564 -84 48 2304
102565 -84 48 2304
102566 -84 48 2304
102567 -84 48 2304
102568 -84 48 2304
102569 -84 48 2304
102570 -80 46 2116
102571 -80 46 2116
102572 -80 46 2116
102573 -80 46 2116
102574 -76 44 1936
102575 -76 42 1764
102576 -72 44 1936
102577 -72 44 1936
102578 -72 44 1936
102579 -72 44 1936
102580 -72 44 1936
102581 -72 44 1936
102582 -72 46 2116
102583 -64 44 1936
102584 -64 42 1764
102585 -64 42 1764
102586 -64 42 1764
102587 -64 40 1600
102588 -64 40 1600
102589 -64 42 1764
102590 -64 42 1764
102591 -64 42 1764
102592 -68 44 1936
102593 -72 46 2116
102594 -72 46 2116
102595 -80 48 2304
102596 -80 48 2304
102597 -84 46 2116
102598 -84 44 1936
102599 -84 44 1936
102600 -84 44 1936
102601 -84 44 1936
102602 -84 44 1936
102603 -84 46 2116
102604 -84 46 2116
102605 -84 46 2116
102606 -84 46 2116
102607 -84 46 2116
102608 -84 46 2116
102609 -80 44 1936
102610 -80 44 1936
102611 -80 44 1936
102612 -80 44 1936
102613 -80 44 1936
102614 -80 44 1936
102615 -84 46 2116
102616 -80 44 1936
102617 -72 42 1764
102618 -72 42 1764
102619 -76 44 1936
102620 -68 42 1764
102621 -68 42 1764
102622 -64 40 1600
102623 -64 40 1600
102624 -64 38 1444
102625 -64 38 1444
102626 -64 36 1296
102627 -60 34 1156
102628 -60 34 1156
102629 -60 34 1156
102630 -60 34 1156
102631 -60 34 1156
102632 -60 34 1156
102633 -60 34 1156
102634 -60 34 1156
102635 -60 34 1156
102636 -60 32 1024
102637 -60 32 1024
102638 -52 30 900
102639 -52 30 900
102640 -52 28 784
102641 -52 28 784
102642 -56 30 900
102643 -56 30 900
102644 -56 28 784
102645 -52 26 676
102646 -52 26 676
102647 -52 26 676
102648 -52 28 784
102649 -44 30 900
102650 -44 30 900
102651 -40 28 784
102652 -40 28 784
102653 -40 28 784
102654 -44 26 676
102655 -44 28 784
102656 -44 26 676
102657 -44 24 576
102658 -44 24 576
102659 -48 22 484
102660 -48 20 400
102661 -48 20 400
102662 -44 18 324
102663 -44 20 400
102664 -48 22 484
102665 -52 24 576
102666 -52 26 676
102667 -52 26 676
102668 -52 26 676
102669 -56 28 784
102670 -56 28 784
102671 -56 28 784
102672 -56 30 900
102673 -60 32 1024
102674 -60 32 1024
102675 -60 32 1024
102676 -60 34 1156
102677 -60 34 1156
102678 -60 32 1024
102679 -64 34 1156
102680 -64 34 1156
102681 -64 32 1024
102682 -64 30 900
102683 -64 32 1024
102684 -64 32 1024
102685 -64 30 900
102686 -72 32 1024
102687 -72 32 1024
102688 -72 32 1024
102689 -72 32 1024
102690 -72 32 1024
102691 -72 32 1024
102692 -72 32 1024
102693 -72 32 1024
102694 -72 32 1024
102695 -72 34 1156
102696 -72 34 1156
102697 -68 32 1024
102698 -68 32 1024
102699 -68 32 1024
102700 -72 34 1156
102701 -72 32 1024
102702 -72 32 1024
102703 -72 32 1024
102704 -76 34 1156
102705 -76 34 1156
102706 -76 34 1156
102707 -76 34 1156
102708 -76 34 1156
102709 -76 34 1156
102710 -76 34 1156
102711 -72 32 1024
102712 -72 34 1156
102713 -72 34 1156
102714 -72 32 1024
102715 -72 32 1024
102716 -72 30 900
102717 -72 28 784
102718 -72 28 784
102719 -76 30 900
102720 -76 30 900
102721 -76 30 900
102722 -76 30 900
102723 -76 30 900
102724 -76 30 900
102725 -76 30 900
102726 -76 32 1024
102727 -76 32 1024
102728 -76 32 1024
102729 -76 32 1024
102730 -76 32 1024
102731 -76 32 1024
102732 -76 32 1024
102733 -76 32 1024
102734 -76 34 1156
102735 -76 34 1156
102736 -76 34 1156
102737 -76 34 1156
102738 -76 36 1296
102739 -72 38 1444
102740 -76 36 1296
102741 -76 36 1296
102742 -76 36 1296
102743 -76 36 1296
102744 -76 38 1444
102745 -76 38 1444
102746 -76 38 1444
102747 -76 38 1444
102748 -76 38 1444
102749 -76 38 1444
102750 -80 40 1600
102751 -80 40 1600
102752 -80 40 1600
102753 -80 40 1600
102754 -80 42 1764
102755 -80 42 1764
102756 -80 42 1764
102757 -80 40 1600
102758 -80 42 1764
102759 -80 42 1764
102760 -80 42 1764
102761 -80 42 1764
102762 -80 42 1764
102763 -80 42 1764
102764 -80 42 1764
102765 -80 40 1600
102766 -80 40 1600
102767 -80 40 1600
102768 -80 40 1600
102769 -80 40 1600
102770 -80 40 1600
102771 -80 40 1600
102772 -80 40 1600
102773 -80 40 1600
102774 -80 40 1600
102775 -80 40 1600
102776 -80 38 1444
102777 -76 36 1296
102778 -80 38 1444
102779 -80 38 1444
102780 -80 38 1444
102781 -80 36 1296
102782 -72 34 1156
102783 -72 36 1296
102784 -76 38 1444
102785 -76 38 1444
102786 -76 38 1444
102787 -76 38 1444
102788 -76 40 1600
102789 -76 40 1600
102790 -76 40 1600
102791 -76 40 1600
102792 -76 42 1764
102793 -76 44 1936
102794 -76 44 1936
102795 -76 44 1936
102796 -76 44 1936
102797 -76 44 1936
102798 -76 44 1936
102799 -76 44 1936
102800 -76 44 1936
102801 -84 46 2116
102802 -84 46 2116
102803 -84 46 2116
102804 -84 46 2116
102805 -80 44 1936
102806 -80 46 2116
102807 -84 48 2304
102808 -84 48 2304
102809 -88 50 2500
102810 -88 50 2500
102811 -88 50 2500
102812 -88 50 2500
102813 -88 50 2500
102814 -88 50 2500
102815 -88 50 2500
102816 -88 50 2500
102817 -88 50 2500
102818 -84 48 2304
102819 -88 50 2500
102820 -88 50 2500
102821 -88 50 2500
102822 -88 50 2500
102823 -88 50 2500
102824 -88 50 2500
102825 -88 52 2704
102826 -88 52 2704
102827 -88 52 2704
102828 -88 52 2704
102829 -88 52 2704
102830 -88 52 2704
102831 -96 54 2916
102832 -96 54 2916
102833 -96 54 2916
102834 -96 54 2916
102835 -100 56 3136
102836 -100 56 3136
102837 -100 56 3136
102838 -100 56 3136
102839 -100 56 3136
102840 -100 56 3136
102841 -100 56 3136
102842 -100 56 3136
102843 -100 56 3136
102844 -100 56 3136
102845 -96 54 2916
102846 -96 54 2916
102847 -96 54 2916
102848 -96 54 2916
102849 -92 52 2704
102850 -92 52 2704
102851 -92 52 2704
102852 -92 52 2704
102853 -92 52 2704
102854 -92 52 2704
102855 -92 52 2704
102856 -92 52 2704
102857 -92 52 2704
102858 -92 52 2704
102859 -92 52 2704
102860 -92 52 2704
102861 -96 54 2916
102862 -100 56 3136
102863 -100 56 3136
102864 -100 56 3136
102865 -100 56 3136
102866 -100 56 3136
102867 -100 56 3136
102868 -96 54 2916
102869 -96 54 2916
102870 -96 54 2916
102871 -96 54 2916
102872 -96 54 2916
102873 -96 54 2916
102874 -96 54 2916
102875 -96 54 2916
102876 -96 54 2916
102877 -96 54 2916
102878 -96 54 2916
102879 -96 54 2916
102880 -96 56 3136
102881 -96 56 3136
102882 -96 56 3136
102883 -96 56 3136
102884 -96 56 3136
102885 -96 56 3136
102886 -96 56 3136
102887 -96 56 3136
102888 -96 56 3136
102889 -96 56 3136
102890 -96 56 3136
102891 -104 58 3364
102892 -104 58 3364
102893 -104 58 3364
102894 -104 58 3364
102895 -104 58 3364
102896 -96 56 3136
102897 -104 58 3364
102898 -104 58 3364
102899 -104 58 3364
102900 -104 58 3364
102901 -104 58 3364
102902 -104 58 3364
102903 -104 58 3364
102904 -104 58 3364
102905 -104 58 3364
102906 -104 58 3364
102907 -104 58 3364
102908 -104 58 3364
102909 -100 56 3136
102910 -100 56 3136
102911 -100 56 3136
102912 -100 56 3136
102913 -100 56 3136
102914 -100 56 3136
102915 -100 56 3136
102916 -100 56 3136
102917 -100 56 3136
102918 -100 56 3136
102919 -108 58 3364
102920 -112 60 3600
102921 -112 60 3600
102922 -112 60 3600
102923 -112 60 3600
102924 -112 60 3600
102925 -112 60 3600
102926 -112 60 3600
102927 -112 60 3600
102928 -112 60 3600
102929 -112 60 3600
102930 -112 60 3600
102931 -112 60 3600
102932 -112 60 3600
102933 -112 60 3600
102934 -112 60 3600
102935 -112 60 3600
102936 -112 60 3600
102937 -112 60 3600
102938 -112 60 3600
102939 -112 60 3600
102940 -112 60 3600
102941 -112 60 3600
102942 -112 60 3600
102943 -112 60 3600
102944 -112 60 3600
102945 -112 60 3600
102946 -112 60 3600
102947 -112 60 3600
102948 -112 60 3600
102949 -112 60 3600
102950 -112 60 3600
102951 -112 60 3600
102952 -104 58 3364
102953 -104 58 3364
102954 -104 58 3364
102955 -104 58 3364
102956 -104 58 3364
102957 -104 58 3364
102958 -104 58 3364
102959 -104 58 3364
102960 -104 58 3364
102961 -104 58 3364
102962 -112 60 3600
102963 -112 60 3600
102964 -112 60 3600
102965 -112 60 3600
102966 -112 60 3600
102967 -112 60 3600
102968 -112 60 3600
102969 -112 60 3600
102970 -112 60 3600
102971 -112 60 3600
102972 -120 62 3844
102973 -120 62 3844
102974 -120 62 3844
102975 -120 62 3844
102976 -112 60 3600
102977 -112 60 3600
102978 -104 58 3364
102979 -104 58 3364
102980 -104 58 3364
102981 -104 58 3364
102982 -104 58 3364
102983 -104 58 3364
102984 -104 58 3364
102985 -104 58 3364
102986 -104 58 3364
102987 -104 58 3364
102988 -104 58 3364
102989 -104 58 3364
102990 -104 58 3364
102991 -104 58 3364
102992 -104 58 3364
102993 -104 58 3364
102994 -104 58 3364
102995 -104 58 3364
102996 -104 58 3364
102997 -104 58 3364
102998 -104 58 3364
102999 -104 58 3364
103000 -104 58 3364
103001 -104 58 3364
103002 -104 58 3364
103003 -104 58 3364
103004 -104 58 3364
103005 -104 58 3364
103006 -104 58 3364
103007 -104 58 3364
103008 -104 58 3364
103009 -104 58 3364
103010 -104 58 3364
103011 -104 58 3364
103012 -104 58 3364
103013 -104 58 3364
103014 -104 58 3364
103015 -104 58 3364
103016 -104 58 3364
103017 -96 56 3136
103018 -96 56 3136
103019 -96 56 3136
103020 -104 58 3364
103021 -104 58 3364
103022 -104 58 3364
103023 -104 58 3364
103024 -104 58 3364
103025 -104 58 3364
103026 -104 58 3364
103027 -104 58 3364
103028 -104 58 3364
103029 -104 58 3364
103030 -96 56 3136
103031 -96 56 3136
103032 -96 56 3136
103033 -96 56 3136
103034 -96 56 3136
103035 -96 56 3136
103036 -96 56 3136
103037 -96 56 3136
103038 -104 58 3364
103039 -104 58 3364
103040 -104 58 3364
103041 -104 58 3364
103042 -104 58 3364
103043 -104 58 3364
103044 -96 56 3136
103045 -96 56 3136
103046 -88 54 2916
103047 -88 54 2916
103048 -88 54 2916
103049 -88 54 2916
103050 -88 54 2916
103051 -88 54 2916
103052 -88 54 2916
103053 -88 54 2916
103054 -88 54 2916
103055 -88 54 2916
103056 -88 54 2916
103057 -88 54 2916
103058 -88 54 2916
103059 -88 54 2916
103060 -88 54 2916
103061 -88 54 2916
103062 -88 54 2916
103063 -88 54 2916
103064 -88 54 2916
103065 -84 52 2704
103066 -84 52 2704
103067 -84 52 2704
103068 -84 52 2704
103069 -84 52 2704
103070 -88 54 2916
103071 -88 54 2916
103072 -88 54 2916
103073 -96 56 3136
103074 -96 56 3136
103075 -96 56 3136
103076 -96 56 3136
103077 -96 56 3136
103078 -96 56 3136
103079 -96 56 3136
103080 -96 56 3136
103081 -96 56 3136
103082 -96 56 3136
103083 -96 56 3136
103084 -96 56 3136
103085 -104 58 3364
103086 -104 58 3364
103087 -104 58 3364
103088 -104 58 3364
103089 -104 58 3364
103090 -104 58 3364
103091 -104 58 3364
103092 -104 58 3364
103093 -104 58 3364
103094 -104 58 3364
103095 -104 58 3364
103096 -104 58 3364
103097 -112 60 3600
103098 -112 60 3600
103099 -112 60 3600
103100 -112 60 3600
103101 -112 60 3600
103102 -112 60 3600
103103 -112 60 3600
103104 -112 60 3600
103105 -112 60 3600
103106 -112 60 3600
103107 -112 60 3600
103108 -112 60 3600
103109 -112 60 3600
103110 -112 60 3600
103111 -112 60 3600
103112 -108 58 3364
103113 -108 58 3364
103114 -108 58 3364
103115 -108 58 3364
103116 -108 58 3364
103117 -108 58 3364
103118 -108 58 3364
103119 -108 58 3364
103120 -108 58 3364
103121 -108 58 3364
103122 -108 58 3364
103123 -108 58 3364
103124 -108 58 3364
103125 -108 58 3364
103126 -108 58 3364
103127 -108 58 3364
103128 -108 58 3364
103129 -108 58 3364
103130 -108 58 3364
103131 -108 58 3364
103132 -108 58 3364
103133 -108 58 3364
103134 -108 58 3364
103135 -108 58 3364
103136 -108 58 3364
103137 -108 58 3364
103138 -108 58 3364
103139 -108 58 3364
103140 -108 58 3364
103141 -108 58 3364
103142 -108 58 3364
103143 -108 58 3364
103144 -108 58 3364
103145 -108 58 3364
103146 -108 58 3364
103147 -108 58 3364
103148 -108 58 3364
103149 -108 58 3364
103150 -108 58 3364
103151 -108 58 3364
103152 -108 58 3364
103153 -108 58 3364
103154 -108 58 3364
103155 -108 58 3364
103156 -100 56 3136
103157 -100 56 3136
103158 -100 56 3136
103159 -100 56 3136
103160 -100 56 3136
103161 -100 56 3136
103162 -100 56 3136
103163 -100 56 3136
103164 -100 56 3136
103165 -100 56 3136
103166 -100 56 3136
103167 -100 56 3136
103168 -100 56 3136
103169 -100 56 3136
103170 -100 56 3136
103171 -100 56 3136
103172 -104 58 3364
103173 -112 60 3600
103174 -112 60 3600
103175 -112 60 3600
103176 -112 60 3600
103177 -112 60 3600
103178 -104 58 3364
103179 -104 58 3364
103180 -104 58 3364
103181 -104 58 3364
103182 -104 58 3364
103183 -104 58 3364
103184 -112 60 3600
103185 -112 60 3600
103186 -112 60 3600
103187 -120 62 3844
103188 -120 62 3844
103189 -120 62 3844
103190 -120 62 3844
103191 -112 60 3600
103192 -112 60 3600
103193 -112 60 3600
103194 -112 60 3600
103195 -112 60 3600
103196 -112 60 3600
103197 -112 60 3600
103198 -112 60 3600
103199 -112 60 3600
103200 -112 60 3600
103201 -112 60 3600
103202 -112 60 3600
103203 -112 60 3600
103204 -112 60 3600
103205 -112 60 3600
103206 -112 60 3600
103207 -112 60 3600
103208 -112 60 3600
103209 -112 60 3600
103210 -112 60 3600
103211 -112 60 3600
103212 -112 60 3600
103213 -112 60 3600
103214 -112 60 3600
103215 -112 60 3600
103216 -112 60 3600
103217 -112 60 3600
103218 -120 62 3844
103219 -120 62 3844
103220 -120 62 3844
103221 -120 62 3844
103222 -120 62 3844
103223 -120 62 3844
103224 -120 62 3844
103225 -120 62 3844
103226 -120 62 3844
103227 -120 62 3844
103228 -120 62 3844
103229 -120 62 3844
103230 -120 62 3844
103231 -120 62 3844
103232 -120 62 3844
103233 -120 62 3844
103234 -120 62 3844
103235 -120 62 3844
103236 -120 62 3844
103237 -120 62 3844
103238 -120 62 3844
103239 -120 62 3844
103240 -120 62 3844
103241 -120 62 3844
103242 -120 62 3844
103243 -120 62 3844
103244 -120 62 3844
103245 -120 62 3844
103246 -120 62 3844
103247 -120 62 3844
103248 -120 62 3844
103249 -120 62 3844
103250 -120 62 3844
103251 -120 62 3844
103252 -120 62 3844
103253 -120 62 3844
103254 -120 62 3844
103255 -120 62 3844
103256 -120 62 3844
103257 -120 62 3844
103258 -120 62 3844
103259 -128 64 4096
103260 -120 62 3844
103261 -120 62 3844
103262 -120 62 3844
103263 -120 62 3844
103264 -120 62 3844
103265 -120 62 3844
103266 -120 62 3844
103267 -120 62 3844
103268 -120 62 3844
103269 -120 62 3844
103270 -120 62 3844
103271 -120 62 3844
103272 -120 62 3844
103273 -120 62 3844
103274 -120 62 3844
103275 -120 62 3844
103276 -120 62 3844
103277 -120 62 3844
103278 -120 62 3844
103279 -116 60 3600
103280 -116 60 3600
103281 -116 60 3600
103282 -116 60 3600
103283 -116 60 3600
103284 -116 60 3600
103285 -116 60 3600
103286 -116 60 3600
103287 -116 60 3600
103288 -116 60 3600
103289 -116 60 3600
103290 -116 60 3600
103291 -116 60 3600
103292 -116 60 3600
103293 -116 60 3600
103294 -116 60 3600
103295 -116 60 3600
103296 -116 60 3600
103297 -112 58 3364
103298 -112 58 3364
103299 -112 58 3364
103300 -112 58 3364
103301 -112 58 3364
103302 -112 58 3364
103303 -112 60 3600
103304 -112 60 3600
103305 -112 60 3600
103306 -112 60 3600
103307 -112 60 3600
103308 -112 60 3600
103309 -112 60 3600
103310 -112 60 3600
103311 -112 60 3600
103312 -112 60 3600
103313 -112 60 3600
103314 -112 60 3600
103315 -112 60 3600
103316 -112 60 3600
103317 -104 58 3364
103318 -104 58 3364
103319 -104 58 3364
103320 -104 58 3364
103321 -96 56 3136
103322 -96 56 3136
103323 -96 56 3136
103324 -96 56 3136
